,first_article,last_article,path_count
1565,Ipswich,Stephen_Hawking,4
1566,Hebrew_language,Giraffe,4
1567,Andromeda_Galaxy,Vitamin_C,4
1568,Book,Ocean,4
1569,Communication,Butter,4
1570,Cold_War,Jesus,4
1571,Yak,Space_Shuttle_Columbia_disaster,4
1572,Kofi_Annan,Whale_shark,4
1573,Egypt,Goa,4
1574,Elizabeth_II_of_the_United_Kingdom,Buddha,4
1575,Ayaan_Hirsi_Ali,Cardiff,4
1576,Great_Crested_Grebe,Panama,4
1577,Corn_oil,Battle_of_Britain,4
1578,Corn_oil,Brain,4
1579,Stickleback,Italy,4
1580,Senate_of_Canada,Northern_Ireland,4
1581,Great_Wall_of_China,Hungary,4
1582,Milgram_experiment,Sodium,4
1583,Jackdaw,Rainbow,4
1584,Interpol,Television,4
1585,Ubuntu_%28Linux_distribution%29,Internet_Explorer,4
1586,Solar_eclipse,Canadian_English,4
1587,Education_in_the_United_States,Colombo,4
1588,Phosphorus,Machu_Picchu,4
1589,Phosphorus,Battle_of_Amiens,4
1590,Autism,Mary_I_of_Scotland,4
1591,Berlin_Wall,Magnet,4
1592,Wake_Island,Clarinet,4
1593,Sesame_Street,Carbon_dioxide,4
1594,Fern,American_popular_music,4
1595,Vancouver,Wood,4
1596,Punctuated_equilibrium,Wall_Street,4
1597,Vancouver,Ragtime,4
1598,Igneous_rock,Martin_Van_Buren,4
1599,Punctuated_equilibrium,Wave,4
1600,Barack_Obama,Great_Lakes,4
1601,Barack_Obama,Berlin,4
1602,Barack_Obama,Adolf_Hitler,4
1603,Barack_Obama,Nintendo,4
1604,Shaka,Archimedes,4
1605,Emotion,Religion,4
1606,Ocean,The_Holocaust,4
1607,Geography_of_Ireland,Definition_of_planet,4
1608,Coconut,Finland,4
1609,Nurse_sharks,Leif_Ericson,4
1610,Solomon_Islands,Sea,4
1611,Miguel_de_Cervantes,Belfast,4
1612,Sanskrit,Set,4
1613,Geography_of_Ireland,English_language,4
1614,Citizenship,Carnivore,4
1615,Fern,Vegetable,4
1616,David_Beckham,The_Origin_of_Species,4
1617,Sydney,Saladin,4
1618,Scouting,Peace,4
1619,Onion,Vietnam,4
1620,Onion,French_Revolution,4
1621,Radium,Film,4
1622,Quetzalcoatl,British_House_of_Commons,4
1623,Wright_brothers,Eyelid,4
1624,Mao_Zedong,Solar_System,4
1625,Jet_engine,Diamond,4
1626,Dill,New_moon,4
1627,Earthquake,Dove,4
1628,New_England_Patriots,Chemistry,4
1629,H5N1,Vatican_City,4
1630,Democracy,Africa,4
1631,Ivan_IV_of_Russia,Hey_Jude,4
1632,Anemia,Vitamin_D,4
1633,HD_209458_b,Literacy,4
1634,Day,Sputnik_program,4
1635,David_Beckham,List_of_elements_by_name,4
1636,Onion,Solar_eclipse,4
1637,Uzbekistan,Zionism,4
1638,Woodrow_Wilson,Ancient_Greece,4
1639,Paraguay,Reptile,4
1640,Parliament_of_Malaysia,Vitamin_C,4
1641,Autism,Ukraine,4
1642,Kestrel,Apatosaurus,4
1643,Crime,Oat,4
1644,Video,Wind,4
1645,Autism,Poetry,4
1646,Homer,Horse,4
1647,Dresden,Ichthyosaur,4
1648,Dove,Hawk-Eye,4
1649,Sony,Ethics,4
1650,Paraguay,Battle_of_the_Bulge,4
1651,Fossil,Police,4
1652,Allosaurus,Bean,4
1653,Grover_Cleveland,United_Arab_Emirates,4
1654,Grover_Cleveland,Electron,4
1655,Australian_English,Darth_Vader,4
1656,Herbivore,Odin,4
1657,Radium,Kuiper_belt,4
1658,Kyoto_Protocol,London_Bridge,4
1659,Sun,Erie_Canal,4
1660,Bird_migration,Google,4
1661,Norse_mythology,Color,4
1662,Ant,Gold,4
1663,Animation,Zebra,4
1664,Buddha,Windows_Vista,4
1665,Buddha,Windows_XP,4
1666,Mythology,Climate_change,4
1667,Buddha,Earthquake,4
1668,Music_of_Spain,North_Africa,4
1669,Animal,African_Union,4
1670,History_of_science,God,4
1671,Sputnik_1,Actor,4
1672,Music_of_Trinidad_and_Tobago,Comet,4
1673,Thor,Microscope,4
1674,Thor,6th_century,4
1675,Speed_of_light,Walrus,4
1676,Anaconda,London_Bridge,4
1677,Odin,Pope,4
1678,Saturn,David_Beckham,4
1679,Parliamentary_system,Magma,4
1680,Scottish_mythology,Bald_Eagle,4
1681,Rock_of_Gibraltar,Winter,4
1682,Perl,Police_state,4
1683,Arctic_Ocean,Backgammon,4
1684,Arithmetic,American_Civil_War,4
1685,Colorado_River,Oliver_Twist,4
1686,B_vitamins,Biology,4
1687,Ray_of_Light,Optical_telescope,4
1688,Steam_engine,Tropical_cyclone,4
1689,Potassium_nitrate,Pacific_Ocean,4
1690,Music_of_Ireland,Hadrian%27s_Wall,4
1691,Gray_Wolf,Neptune,4
1692,Music_of_Italy,Nazism,4
1693,Rock_of_Gibraltar,Estonia,4
1694,Archbishop_of_Canterbury,Houston%2C_Texas,4
1695,Archbishop_of_Canterbury,Love,4
1696,Camel,4th_century,4
1697,Camel,Heracles,4
1698,Camel,Ottawa,4
1699,History_of_Russia,Climate,4
1700,Apollo,Chester_A._Arthur,4
1701,Milkshake,Utilitarianism,4
1702,American_Civil_War,Nottingham,4
1703,Homestar_Runner,Dublin,4
1704,Cattle,Great_white_shark,4
1705,Vampire_bat,Citrus,4
1706,Achilles,History_of_Anglo-Saxon_England,4
1707,Deity,Nintendo,4
1708,Achilles,Great_white_shark,4
1709,Oregon,Andes,4
1710,Achilles,Gold,4
1711,Prion,Libya,4
1712,Acceleration,Trout,4
1713,Transport,Norway,4
1714,U.S._state,Swastika,4
1715,Australia,Melbourne,4
1716,Humus,Blue_shark,4
1717,Republic_of_Macedonia,James_I_of_England,4
1718,Tiger_Woods,Thermodynamic_temperature,4
1719,Taiwan,Hip_hop_music,4
1720,Republic_of_Macedonia,Open_source,4
1721,Apatosaurus,Velociraptor,4
1722,Apatosaurus,Black_hole,4
1723,Adolf_Hitler,Nazi_Germany,4
1724,Oregon,Semiconductor,4
1725,Reggae,Telecommunication,4
1726,Aluminium_chloride,Ku_Klux_Klan,4
1727,47_Ursae_Majoris_b,Kenya,4
1728,Lithuania,Latvia,4
1729,Glastonbury_Festival,Whale,4
1730,Hurricane_Andrew,Palm_oil,4
1731,Mysticism,Civil_rights,4
1732,Monarchy,Food,4
1733,Red_giant,Grand_Central_Terminal,4
1734,Ringed_Plover,Jean-Jacques_Rousseau,4
1735,Hydrochloric_acid,Tony_Blair,4
1736,Hydrochloric_acid,Hoover_Dam,4
1737,Bill_Gates,Microsoft,4
1738,Virgil,J._R._R._Tolkien,4
1739,AIDS,Adolf_Hitler,4
1740,Refining,Penguin,4
1741,Reggae,20th_century,4
1742,2005_Sumatra_earthquake,Geometry,4
1743,Age_of_Enlightenment,Igneous_rock,4
1744,Adam_Smith,Plant,4
1745,4th_century,Google,4
1746,Mechanical_work,Food,4
1747,King_Kong_%281933_film%29,Thomas_Jefferson,4
1748,Helsinki,Confucius,4
1749,Basketball,Belfast,4
1750,Attack_on_Pearl_Harbor,Roman_Britain,4
1751,Batman,Wikisource,4
1752,Blackbird,Windows_XP,4
1753,Batman,Computer,4
1754,Davy_Jones%27_Locker,Government,4
1755,Basketball,Julius_Caesar,4
1756,Henry_II_of_England,Einsteinium,4
1757,Invasion_of_Grenada,Day,4
1758,Great_Bustard,Novel,4
1759,Batman,Big_Bang,4
1760,Horse,Juice,4
1761,Machu_Picchu,Battle_of_Britain,4
1762,Michael_Jordan,Weather,4
1763,Horse,Computer,4
1764,Richard_III_of_England,Magma,4
1765,William_IV_of_the_United_Kingdom,Abraham_Lincoln,4
1766,Coin,Sculpture,4
1767,Geometry,Black_Sea,4
1768,Brabantian,16th_century,4
1769,Organism,Louis_Armstrong,4
1770,Supply_and_demand,Voltaire,4
1771,Potassium,Minnesota,4
1772,John_Vanbrugh,Nile,4
1773,Henipavirus,Karl_Marx,4
1774,Bird,Germany,4
1775,Royal_Geographical_Society,Mythology,4
1776,Lemon,Stephen_Hawking,4
1777,Malta,Medicine,4
1778,Sudoku,Helium,4
1779,English_Channel,Johannesburg,4
1780,Intelligence,Super_Mario_Bros.,4
1781,Organism,Monarchy,4
1782,Allah,Alcohol,4
1783,Great_Britain,Doctor_Who,4
1784,Sean_Connery,Welding,4
1785,Algol,Uranium,4
1786,Food,Hyena,4
1787,Islamic_republic,Rhodium,4
1788,Alexander_Hamilton,Neon,4
1789,Food,Franz_Schubert,4
1790,Architecture,Michael_Jordan,4
1791,Backgammon,Nutrition,4
1792,Abuja,Internet_Explorer,4
1793,Roman_villa,New_Zealand,4
1794,Atlantic_Ocean,Seed,4
1795,Wrestling,Nintendo,4
1796,Romeo_and_Juliet,Persian_Empire,4
1797,Romeo_and_Juliet,Plant,4
1798,Electromagnetic_radiation,London,4
1799,Hindi,Lake_Tahoe,4
1800,Flute,Charles_I_of_England,4
1801,Actinium,Seoul,4
1802,Asia,Neil_Armstrong,4
1803,Heron,George_H._W._Bush,4
1804,Acetone,Toy,4
1805,Gunpowder,Ytterbium,4
1806,Gunpowder,Revolution,4
1807,Corrosion,Copper,4
1808,Wood,Adolf_Hitler,4
1809,Wood,Egyptian_pyramids,4
1810,Manifest_Destiny,Ecology,4
1811,ASCII,Education_in_the_United_States,4
1812,Quantity,Vanilla,4
1813,Muhammad_ibn_Musa_al-Khwarizmi,Magma,4
1814,Pluto,Nazism,4
1815,Agamemnon,Genetics,4
1816,Pennsylvania_Railroad,Comics,4
1817,CS_gas,Socrates,4
1818,Airbus_A380,Extinct_birds,4
1819,Backgammon,Evolution,4
1820,Supply_and_demand,Caesium,4
1821,Rosetta_Stone,Istanbul,4
1822,Mozilla_Firefox,Uganda,4
1823,Agnosticism,Pope_Pius_XII,4
1824,Niagara_Falls,Universe,4
1825,Dubai,World_War_II,4
1826,Automobile,Radon,4
1827,Britney_Spears,African_clawed_frog,4
1828,Capitalism,Super_Mario_Bros.,4
1829,Mu_Arae,Johannesburg,4
1830,Nikola_Tesla,Buddhism,4
1831,History_of_computing_hardware,Senegal,4
1832,Nikola_Tesla,Cosmic_microwave_background_radiation,4
1833,2005_Hertfordshire_Oil_Storage_Terminal_fire,Franz_Schubert,4
1834,Euro,Space_Shuttle_Challenger,4
1835,Arctic_Monkeys,Lung_cancer,4
1836,GNU,Ocean,4
1837,Watchmen,Dresden,4
1838,Battle_of_Cannae,13th_century,4
1839,Rome,Tropical_cyclone,4
1840,New_moon,England,4
1841,Politics,Proton,4
1842,Sistine_Chapel_ceiling,Fidel_Castro,4
1843,Integrated_circuit,Sulfuric_acid,4
1844,Hirohito,Pac-Man,4
1845,Elvis_Presley,Munich,4
1846,War_of_the_Spanish_Succession,Adolf_Hitler,4
1847,Politics,FIFA,4
1848,Medal_of_Honor,Fossil_record,4
1849,Pythagorean_theorem,Piano,4
1850,North_Africa,Michael_Jordan,4
1851,Banknote,Sean_Connery,4
1852,French_Revolution,Franklin_D._Roosevelt,4
1853,Cricket,Mythology,4
1854,Watercolor_painting,Liberalism,4
1855,Crystal,Orca,4
1856,Frog,Water,4
1857,Capitoline_Triad,Radish,4
1858,Cathedral_of_Magdeburg,Ocean,4
1859,Pterosaur,Apollo,4
1860,Flemish_dialects,Nikola_Tesla,4
1861,Golden_Eagle,Henry_VIII_of_England,4
1862,Tiger,Coconut,4
1863,George_W._Bush,Lebanon,4
1864,Flemish_dialects,Zirconium,4
1865,Las_Palmas_de_Gran_Canaria,Mozilla_Firefox,4
1866,Flemish_dialects,New_York_City,4
1867,Sirius,Cambodia,4
1868,Symmetry,Mongolia,4
1869,Probability_theory,Windows_XP,4
1870,Apricot,Nintendo_Entertainment_System,4
1871,Malaria,Cloud,4
1872,Proton,Cookiecutter_shark,4
1873,Falkland_Islands,Windows_XP,4
1874,Order_of_Canada,Ronald_Reagan,4
1875,William_III_of_England,Iran,4
1876,Elvis_Presley,History_of_nuclear_weapons,4
1877,Gregorian_chant,Mammoth,4
1878,Barbara_McClintock,Bill_Gates,4
1879,Fossil_record,Bob_Dylan,4
1880,Reed_Warbler,Sun,4
1881,Beaver,Internet,4
1882,White-tailed_Eagle,France_in_the_American_Revolutionary_War,4
1883,White-tailed_Eagle,Lake_Chad,4
1884,Barracuda,Great_comet,4
1885,Invasive_species,Venezuela,4
1886,Mount_Rainier,Solar_System,4
1887,Cave,Force,4
1888,God,Jesus,4
1889,Netherlands,Chicago_Bears,4
1890,Gliese_876_c,Somalia,4
1891,God,Magma,4
1892,Mecca,Russia,4
1893,Optical_fiber,Moscow,4
1894,Basel,Galaxy,4
1895,Shroud_of_Turin,6th_century,4
1896,Force,Seoul,4
1897,Measles,Boat,4
1898,Batholith,Maya_civilization,4
1899,Great_Red_Spot,Flower,4
1900,Germany,Zebra,4
1901,Optical_telescope,Taipei,4
1902,Omega-3_fatty_acid,Oslo,4
1903,Gas_giant,3rd_century,4
1904,Gulf_of_Mexico,Jesus,4
1905,Gas_giant,Sumo,4
1906,Atom,England,4
1907,Bottlenose_Dolphin,Ronald_Reagan,4
1908,First_Macedonian_War,Great_Britain,4
1909,Gas_giant,Pelycosaur,4
1910,Calcite,Google,4
1911,Ghana,Asparagus,4
1912,Electron,Attila_the_Hun,4
1913,Atom,Ecology,4
1914,Coconut_oil,Albert_Einstein,4
1915,Space_Shuttle_program,Jesus,4
1916,First_Macedonian_War,2003_Atlantic_hurricane_season,4
1917,Yamoussoukro,United_Arab_Emirates,4
1918,Titanium,Seoul,4
1919,Gaza_Strip,Chocolate,4
1920,Tooth_enamel,Cambodia,4
1921,Baghdad,Australia,4
1922,Helen,Sound,4
1923,Civil_society,Anno_Domini,4
1924,George_IV_of_the_United_Kingdom,Giraffe,4
1925,New_Forest,Blue_shark,4
1926,Absinthe,Blue_shark,4
1927,Lebanon,Cardiff,4
1928,List_of_elements_by_name,Delhi,4
1929,Badminton,Oviraptor,4
1930,Picts,Smog,4
1931,Privy_Council_of_the_United_Kingdom,Astronomy,4
1932,Tooth_enamel,Jamaica,4
1933,Crystal,Sumo,4
1934,Rugby_football,United_Arab_Emirates,4
1935,Marxism,New_York_City,4
1936,Badger,Windows_2000,4
1937,New_Forest,Malaria,4
1938,Genghis_Khan,Enzyme_kinetics,4
1939,Fyodor_Dostoevsky,Martin_Luther_King%2C_Jr.,4
1940,Weston-super-Mare,Hyena,4
1941,Electronics,Tin,4
1942,British_House_of_Commons,Multiculturalism,4
1943,Miles_Davis,Juice,4
1944,Chicago,Weather_forecasting,4
1945,William_II_of_England,Ice_hockey,4
1946,Roman_Britain,Tea,4
1947,Sultan,Juice,4
1948,Bette_Davis,Radio_frequency,4
1949,Tuna,British_Empire,3
1950,Wrestling,Aluminium_chloride,3
1951,Parrot,Roman_mythology,3
1952,Labor_Day_Hurricane_of_1935,Fidel_Castro,3
1953,Barium,GNOME,3
1954,Electromagnetic_radiation,Leon_Trotsky,3
1955,Wrestling,Dolphin,3
1956,Leon_Trotsky,University,3
1957,1st_century_BC,Buddha,3
1958,Egyptian_pyramids,Library,3
1959,Pluto,Jersey,3
1960,Honey_bee,5th_century,3
1961,Dubai,Volleyball,3
1962,RMS_Titanic,Zebra,3
1963,Titanium,Flamingo,3
1964,Henry_H._Rogers,Zimbabwe,3
1965,Homo_floresiensis,Chemistry,3
1966,Bread,Copper,3
1967,Platypus,Karl_Marx,3
1968,Mitochondrial_Eve,Moon,3
1969,Pig,Adolf_Hitler,3
1970,Dundee_United_F.C.,Damascus_steel,3
1971,Turmeric,American_English,3
1972,Picts,Broadcasting,3
1973,Greece,Germany,3
1974,Super_Mario_Bros.,Turtle,3
1975,Tuna,Uranus,3
1976,Turkey,Iron,3
1977,Moscow,Oxygen,3
1978,Indian_cricket_team,Vancouver,3
1979,Idolatry,London_Zoo,3
1980,Liverpool_and_Manchester_Railway,Neptune,3
1981,Heron,Northwest_Africa,3
1982,Barium,Red_Sea,3
1983,Leon_Trotsky,International_Space_Station,3
1984,Genghis_Khan,Madrid,3
1985,History_of_Buddhism,Sulfur,3
1986,Space_exploration,Emacs,3
1987,Church_of_England,Natural_gas,3
1988,Sydney_Newman,IPod,3
1989,Russian_constitutional_crisis_of_1993,Fruit,3
1990,History_of_Anglo-Saxon_England,Thorax,3
1991,Malawi,Baseball,3
1992,Buffy_the_Vampire_Slayer,Welsh_law,3
1993,Indian_Railways,Athens,3
1994,History_of_Buddhism,Impressionism,3
1995,Star_Trek,Sea_of_Galilee,3
1996,History_of_Buddhism,Norfolk,3
1997,Cornell_University,Buenos_Aires,3
1998,Star_Trek,Star_Wars,3
1999,English_Channel,Bible,3
2000,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Emotion,3
2001,Spyware,Milky_Way,3
2002,Super_Mario_64,Belfast,3
2003,Japanese_war_crimes,Mass_media,3
2004,Treasure_Island,Nitrogen_cycle,3
2005,Trojan_War,French_Revolution,3
2006,Egyptian_pyramids,Libreville,3
2007,Leon_Trotsky,Victoria_of_the_United_Kingdom,3
2008,Owl,Vampire,3
2009,Trojan_War,Internet_Explorer,3
2010,Uranium,Aztec,3
2011,Florida,Triassic,3
2012,Archaeopteryx,Franklin_D._Roosevelt,3
2013,Persian_Empire,Mexico,3
2014,Archaeopteryx,Diego_Maradona,3
2015,Federal_Bureau_of_Investigation,Animation,3
2016,Persian_Empire,Space_exploration,3
2017,Isles_of_Scilly,Acceleration,3
2018,Indian_Standard_Time,HTTP_cookie,3
2019,John_Adams,Sumo,3
2020,Trojan_War,Saint_Lucia,3
2021,Stratford-upon-Avon,Tenzing_Norgay,3
2022,Society,North_Sea,3
2023,William_Shakespeare,Television,3
2024,Owl,Engineering,3
2025,Ku_Klux_Klan,Titanium,3
2026,Dunnock,Mary_I_of_Scotland,3
2027,Intelligence,Andy_Warhol,3
2028,Rose-ringed_Parakeet,Liverpool,3
2029,Go_%28board_game%29,2005_Atlantic_hurricane_season,3
2030,String_theory,Harry_S._Truman,3
2031,Floppy_disk,Radar,3
2032,Indricotherium,Aircraft_carrier,3
2033,String_theory,Easter_Island,3
2034,United_States_Congress,Boat,3
2035,George_Fox,Bromine,3
2036,Henry_II_of_England,Ant,3
2037,El_Salvador,Andrew_Jackson,3
2038,Socrates,Berlin,3
2039,Geography_of_India,Canadian_football,3
2040,Dwight_D._Eisenhower,Neptunium,3
2041,Quantum_chemistry,Space_Race,3
2042,Soil_pH,Elementary_algebra,3
2043,Chlorine,Comet,3
2044,Dwight_D._Eisenhower,Parrot,3
2045,Lebanon,Parrot,3
2046,Clothing,Flower,3
2047,East_Flemish,Japan,3
2048,Flanders,Congo_River,3
2049,United_States_Congress,Radon,3
2050,Pikachu,Adolf_Hitler,3
2051,Asteroid,Allah,3
2052,Folk_music,Architecture,3
2053,Henry_IV_of_England,Cocoa,3
2054,Henry_V_of_England,Barcelona,3
2055,Pluto,Reza_Shah,3
2056,Flag_of_South_Africa,Rosetta_Stone,3
2057,Wombat,American_Revolutionary_War,3
2058,Earl_of_Shaftesbury,Potassium,3
2059,Henry_II_of_England,Parliament_of_Canada,3
2060,Pikachu,Chemistry,3
2061,Henry_Morrison_Flagler,Lion,3
2062,The_Lord_of_the_Rings,Dolphin,3
2063,Pigeon,Arctic,3
2064,Henry_IV_of_England,Oxford,3
2065,Henry_V_of_England,Music,3
2066,Southern_Ocean,Terrorism,3
2067,Indus_River,Ludwig_van_Beethoven,3
2068,20th_century,Zeus,3
2069,Royal_National_Theatre,Saudi_Arabia,3
2070,T._S._Eliot,Ancient_Egypt,3
2071,Gender,Ostrich,3
2072,Max_Weber,Isles_of_Scilly,3
2073,Organism,Oregon,3
2074,Picts,Edible_salt,3
2075,Egyptian_pyramids,William_IV_of_the_United_Kingdom,3
2076,Niagara_Falls,The_Rolling_Stones,3
2077,Glasgow,Korea,3
2078,Super_Mario_Bros.,Palace_of_Westminster,3
2079,Duran_Duran,Einsteinium,3
2080,The_Rolling_Stones,Milan,3
2081,Pikachu,Tea,3
2082,Scientific_classification,Super_14,3
2083,Kuwait_City,Dog,3
2084,Egyptian_pyramids,Milk,3
2085,Alchemy,Michael_Jordan,3
2086,Parrot,Computer_science,3
2087,Platypus,Barley,3
2088,Platypus,Amsterdam,3
2089,Federal_Bureau_of_Investigation,Religion,3
2090,Christina_Aguilera,Hippocrates,3
2091,Henry_H._Rogers,Nepal,3
2092,United_States_House_of_Representatives,Brazil,3
2093,Silver,Photosynthesis,3
2094,Chlorine,Osama_bin_Laden,3
2095,Ramsgate,Shark,3
2096,Russian_language,Harry_S._Truman,3
2097,Praia,Russian_language,3
2098,CS_gas,Kazakhstan,3
2099,Textile,Wine,3
2100,Gender,CPU_cache,3
2101,Silicon,George_VI_of_the_United_Kingdom,3
2102,Floppy_disk,Last_Supper,3
2103,Roman_Britain,Bill_Clinton,3
2104,The_Lord_of_the_Rings,George_H._W._Bush,3
2105,Super_Mario_Bros.,Hatshepsut,3
2106,Benjamin_Franklin,Chlorine,3
2107,Erie_Canal,Socrates,3
2108,Hepatocellular_carcinoma,Iron,3
2109,Egyptian_pyramids,Mechanical_work,3
2110,Pig,Boron,3
2111,United_Kingdom,Clarinet,3
2112,Zeus,Dandelion,3
2113,Picts,Semiconductor_device,3
2114,Soil_pH,Ptolemy,3
2115,Football,Basketball,3
2116,Fluorine,The_Legend_of_Zelda_series,3
2117,5th_century,Ant,3
2118,Lake_Tahoe,All_Blacks,3
2119,Hydrogen_peroxide,Apollo_11,3
2120,Richard_Wagner,Wombat,3
2121,Jazz,Cameroon,3
2122,Katana,Clock,3
2123,Rabat,Honey_bee,3
2124,6th_century,Assyria,3
2125,Richard_Nixon,Tropical_cyclone,3
2126,Bologna,Folk_music,3
2127,Hovercraft,Continent,3
2128,Hovercraft,New_Zealand,3
2129,Funchal,Ronald_Reagan,3
2130,Gas_turbine-electric_locomotive,Paleocene,3
2131,Stoicism,1st_century_BC,3
2132,Nuclear_power,The_Magic_Flute,3
2133,Culture_of_the_Democratic_Republic_of_the_Congo,Sea,3
2134,Hubble_Deep_Field,Toy_Story,3
2135,Tropical_Storm_Lee_%282005%29,Coriander,3
2136,Hubble_Deep_Field,Bill_Gates,3
2137,Jocelin,Famine,3
2138,Slavic_mythology,Great_Wall_of_China,3
2139,Jean-Jacques_Rousseau,Weather_forecasting,3
2140,Bristol,Parrot,3
2141,1st_century,Steam_engine,3
2142,Nuclear_power,Poetry,3
2143,Tashkent,Ronald_Reagan,3
2144,Felix_the_Cat,Osaka,3
2145,Tashkent,Google,3
2146,Flood,Wasp,3
2147,Flood,Bread,3
2148,Lake_Victoria,Electromagnetic_radiation,3
2149,Hoover_Dam,Organism,3
2150,Ethics,Tyrannosaurus,3
2151,Ethics,Nintendo,3
2152,Rio_Tinto_Group,Sputnik_1,3
2153,Scent_of_a_Woman,Diego_Garcia,3
2154,Scent_of_a_Woman,Phosphorus,3
2155,Society_of_Merchant_Venturers,Tokyo,3
2156,Star_Trek__Deep_Space_Nine,Zinc,3
2157,Jan_Mayen,Odysseus,3
2158,Blood_type,Russian_language,3
2159,Natural_gas,Neptune,3
2160,Ringed_Plover,Darth_Vader,3
2161,Hydrogen_peroxide,Blue_Wildebeest,3
2162,Mount_Everest,Sumo,3
2163,Bull_shark,Dublin,3
2164,Herrerasaurus,Film,3
2165,House,Electric_field,3
2166,House,Redshift,3
2167,Social_anxiety,Bucharest,3
2168,Tarragon,Pan_Am_Flight_103,3
2169,Ornithischia,Clock,3
2170,Diego_Maradona,Apollo_8,3
2171,Human_dignity,Republic_of_China,3
2172,U.S._state,United_Arab_Emirates,3
2173,Rembrandt,Dominican_Republic,3
2174,Baghdad,Loch_Ness,3
2175,Sperm_Whale,Semiconductor_device,3
2176,Retreat_of_glaciers_since_1850,Mythology,3
2177,Jake_Gyllenhaal,Great_Lakes,3
2178,Snowball_Earth,Southern_United_States,3
2179,Republic_of_Macedonia,Abraham_Lincoln,3
2180,Hurricane_Charley,Ununtrium,3
2181,Sperm_Whale,Fire,3
2182,Jake_Gyllenhaal,Telephone,3
2183,Spain,Berlin,3
2184,Lake_Toba,Jurassic,3
2185,Lake_Toba,Isles_of_Scilly,3
2186,Yangtze_River,Malaysia,3
2187,Jiaogulan,Russia,3
2188,Lake_Toba,Holy_Roman_Empire,3
2189,Fruit,Flag_of_Australia,3
2190,Hurricane_David,Fish,3
2191,Giganotosaurus,Russian_Revolution_of_1917,3
2192,Lake_Toba,Egg_%28food%29,3
2193,Tourism,1755_Lisbon_earthquake,3
2194,Desert_locust,Aristotle,3
2195,Adolf_Hitler,Alphabet,3
2196,Katana,Citrus,3
2197,Lake_Baikal,Immanuel_Kant,3
2198,Franz_Kafka,Yeti,3
2199,East_Africa,Sunlight,3
2200,Republic_of_the_Congo,Quantum_computer,3
2201,Lake_Titicaca,Art,3
2202,Printmaking,Microsoft,3
2203,Wheat,Black_Sea,3
2204,Snowdonia,The_Simpsons,3
2205,Vampire_bat,Vitamin_D,3
2206,Humpback_Whale,Galaxy,3
2207,Superman,Oliver_Twist,3
2208,Superman,Adolf_Hitler,3
2209,Superman,Meat,3
2210,Wolfgang_Amadeus_Mozart,Eagle,3
2211,War,Mercury_%28planet%29,3
2212,Vampire_bat,Actor,3
2213,Jesse_Owens,Flood,3
2214,Humus,Maldives,3
2215,Triumph_of_the_Will,Arctic,3
2216,Democratic_Republic_of_the_Congo,Mount_Everest,3
2217,Democratic_Republic_of_the_Congo,Jaws_%28film%29,3
2218,Saint_Helena,Paul_McCartney,3
2219,Tay-Sachs_disease,Gas_giant,3
2220,Diamond_cut,The_Origin_of_Species,3
2221,Saint_Helena,Airbus_A380,3
2222,Sperm_Whale,Sugarcane,3
2223,Vanilla,Cleopatra_VII,3
2224,Flood,List_of_French_monarchs,3
2225,Homestar_Runner,Sultan,3
2226,Tay_Rail_Bridge,Adolf_Hitler,3
2227,Telephone,Wine,3
2228,Dutch_language,Doctor_Who,3
2229,Doctor_Who,BBC,3
2230,Barium,Yemen,3
2231,Imperial_Japanese_Navy,Nintendo_Entertainment_System,3
2232,Quantum_mechanics,Fascism,3
2233,Gas_metal_arc_welding,3rd_century,3
2234,History_of_Russia,River,3
2235,Sodium_hydroxide,Ununbium,3
2236,Hugo_Wolf,Mysticism,3
2237,Jehovah,Franklin_D._Roosevelt,3
2238,Essential_oil,Gas,3
2239,Doctor_Who,Socialism,3
2240,Doctor_Who,Milky_Way,3
2241,British_East_India_Company,Tehran,3
2242,Lake_District,North_Africa,3
2243,Essential_oil,Gold,3
2244,Silent_film,Harry_Potter,3
2245,Dundee,Battle_of_Hastings,3
2246,Sodium_hydroxide,Infrastructure,3
2247,Hugo_Wolf,U2,3
2248,Skiing,Physics,3
2249,Dundee,Emperor_Penguin,3
2250,Real_tennis,David_Beckham,3
2251,Sitting_Bull,Warsaw,3
2252,Johannesburg,Mogadishu,3
2253,Great_white_shark,Coffee,3
2254,The_Simpsons,Aruba,3
2255,Protactinium,Argentina,3
2256,Arctic,Flamingo,3
2257,Local_government_in_the_United_Kingdom,Botswana,3
2258,Gas_turbine-electric_locomotive,African_slave_trade,3
2259,T._S._Eliot,Wernher_von_Braun,3
2260,The_Simpsons,Bat-eared_Fox,3
2261,Lagos,Tellurium,3
2262,The_Simpsons,Seed,3
2263,Nationality,Aquarium,3
2264,Gunpowder,Vitamin_C,3
2265,Barium,Flamingo,3
2266,Roman_road,European_Union,3
2267,Cornell_University,Elementary_arithmetic,3
2268,Mozambique,England,3
2269,Lilongwe,Jewellery,3
2270,History_of_Greece,16th_century,3
2271,Impressionism,Nitrogen,3
2272,Piccadilly_Circus,David_Beckham,3
2273,Roman_Greece,Nazism,3
2274,Stephen_Hawking,Abbot,3
2275,Lake_Chad,Libreville,3
2276,Crocodile,Afghanistan,3
2277,Seawater,Tower_of_London,3
2278,History_of_Russia,Paris,3
